iter,decision,simA,simB,sharpA,sharpB,timestamp
1229,Reconstruction A,,,2006.6749267578125,1050.260009765625,1759425361.202644
1230,Reconstruction A,,,945.8489379882812,405.4676513671875,1759425367.4582798
1231,Reconstruction B,,,740.3156127929688,1281.9788818359375,1759425373.967641
1232,Tie,,,1288.6209716796875,1300.0762939453125,1759425385.4983163
1233,Reconstruction A,,,906.8779907226562,403.66375732421875,1759425392.0102181
1234,Reconstruction B,,,682.410888671875,1065.9371337890625,1759425398.8617563
1235,Reconstruction A,,,648.687744140625,405.4676513671875,1759425405.1719196
1236,Reconstruction B,,,837.6360473632812,1018.7516479492188,1759425411.7694225
1237,Reconstruction A,,,685.1883544921875,405.4676513671875,1759425418.535889
1238,Reconstruction B,,,650.2402954101562,1080.5426025390625,1759425425.0495884
1239,Reconstruction A,,,883.125732421875,405.4676513671875,1759425431.4477425
1240,Reconstruction A,,,954.078125,885.2846069335938,1759425438.0549896
1241,Reconstruction A,,,760.3932495117188,405.4676513671875,1759425444.3767257
1242,Reconstruction A,,,912.9572143554688,405.4676513671875,1759425450.7692704
1243,Reconstruction B,,,549.1015014648438,2012.5350341796875,1759425457.262902
1244,Reconstruction A,,,1211.5830078125,1138.2080078125,1759425463.9653888
1245,Reconstruction B,,,156.70693969726562,1135.572265625,1759425470.5782585
1246,Reconstruction A,,,813.5645141601562,405.4676513671875,1759425476.9706693
1247,Reconstruction A,,,482.6729431152344,405.4676513671875,1759425483.3186142
1248,Reconstruction B,,,974.5302124023438,2366.84423828125,1759425489.749331
1249,Reconstruction A,,,1585.928955078125,403.66375732421875,1759425496.2097776
1250,Reconstruction A,,,939.2633666992188,405.4676513671875,1759425502.5422244
1251,Reconstruction A,,,801.754638671875,718.4588012695312,1759425509.0570629
1252,Tie,,,591.5007934570312,596.3951416015625,1759425515.5047548
1253,Reconstruction A,,,683.6805419921875,405.4676513671875,1759425522.0857477
1254,Reconstruction A,,,1005.6132202148438,137.3251495361328,1759425528.3479083
1255,Reconstruction B,,,526.2445068359375,1411.28466796875,1759425534.6165438
1256,Reconstruction B,,,912.3197631835938,1051.400634765625,1759425541.0468361
1257,Reconstruction A,,,830.50390625,405.4676513671875,1759425547.533599
1258,Reconstruction A,,,964.0330200195312,405.4676513671875,1759425554.0378025
1259,Reconstruction A,,,950.1071166992188,405.4676513671875,1759425560.4642675
1260,Reconstruction B,,,893.60107421875,1107.2265625,1759425566.9668417
1261,Reconstruction A,,,758.7532958984375,405.4676513671875,1759425573.123655
1262,Reconstruction A,,,924.5960083007812,405.4676513671875,1759425579.5578756
1263,Reconstruction B,,,875.9910278320312,1368.9703369140625,1759425586.4212568
1264,Reconstruction A,,,1154.8287353515625,405.4676513671875,1759425592.6922154
1265,Reconstruction B,,,918.17431640625,1051.7576904296875,1759425598.9625473
1266,Reconstruction B,,,1286.87109375,1400.1251220703125,1759425610.462503
1267,Reconstruction A,,,829.4425659179688,405.4676513671875,1759425616.854229
1268,Reconstruction A,,,827.5712280273438,414.2769470214844,1759425623.3693454
1269,Reconstruction A,,,1366.4522705078125,406.8605041503906,1759425629.670826
1270,Reconstruction B,,,1061.2864990234375,1155.63427734375,1759425641.3087578
1271,Reconstruction A,,,832.547607421875,406.8605041503906,1759425647.7594903
1272,Reconstruction A,,,899.726318359375,406.8605041503906,1759425654.0125108
1273,Reconstruction A,,,997.2738037109375,406.8605041503906,1759425660.3696635
1274,Reconstruction B,,,535.2271118164062,977.8862915039062,1759425667.0042524
1275,Reconstruction A,,,562.656494140625,405.0566101074219,1759425673.268716
1276,Reconstruction B,,,633.048095703125,1252.7078857421875,1759425679.6948135
1277,Reconstruction A,,,768.6102905273438,406.8605041503906,1759425686.0437753
1278,Reconstruction B,,,965.0062255859375,1385.8304443359375,1759425692.4763677
1279,Reconstruction A,,,946.8873901367188,406.8605041503906,1759425698.8185651
1280,Reconstruction B,,,1310.2696533203125,1464.2305908203125,1759425705.1868253
1281,Reconstruction A,,,803.7310180664062,406.8605041503906,1759425711.363861
1282,Reconstruction B,,,514.6090698242188,1301.52197265625,1759425718.1304922
1283,Reconstruction A,,,863.1189575195312,405.0604553222656,1759425724.4406734
1284,Reconstruction A,,,1128.394775390625,406.8605041503906,1759425730.830146
1285,Reconstruction B,,,605.4650268554688,1117.3341064453125,1759425737.2064855
1286,Reconstruction A,,,730.2684936523438,406.8605041503906,1759425743.5054286
1287,Reconstruction A,,,571.8161010742188,406.8605041503906,1759425749.7607756
1288,Reconstruction B,,,1206.7567138671875,1278.15478515625,1759425756.3443997
1289,Reconstruction A,,,1087.166259765625,406.8605041503906,1759425762.797754
1290,Reconstruction A,,,869.8981323242188,406.8605041503906,1759425769.0495195
1291,Reconstruction A,,,1472.2371826171875,890.697509765625,1759425775.4395258
1292,Reconstruction B,,,570.7078247070312,972.3886108398438,1759425781.8330314
1293,Reconstruction A,,,1053.84130859375,974.7278442382812,1759425788.276826
1294,Reconstruction B,,,521.9713745117188,1614.8095703125,1759425800.325764
1295,Reconstruction A,,,612.1773681640625,405.4676513671875,1759425806.6877942
1296,Reconstruction A,,,650.8525390625,405.4676513671875,1759425813.064956
1297,Reconstruction B,,,893.8084106445312,1087.9716796875,1759425819.5612128
1298,Reconstruction A,,,930.1740112304688,837.911865234375,1759425826.011322
1299,Reconstruction B,,,700.6320190429688,950.4398193359375,1759425832.2593224
1300,Reconstruction A,,,843.036865234375,405.4676513671875,1759425838.6903517
1301,Reconstruction B,,,875.8040161132812,1027.507568359375,1759425844.9042718
1302,Reconstruction A,,,1141.060546875,403.6817321777344,1759425851.1330578
1303,Reconstruction B,,,1014.800537109375,1597.2633056640625,1759425857.3656018
1304,Reconstruction B,,,681.912353515625,1333.9366455078125,1759425863.6822085
1305,Reconstruction A,,,811.9298095703125,403.67193603515625,1759425870.0381198
1306,Reconstruction A,,,789.6744995117188,405.4676513671875,1759425876.3645
1307,Reconstruction A,,,654.3623657226562,405.4676513671875,1759425882.6370194
1308,Reconstruction A,,,1026.625244140625,403.66375732421875,1759425889.4341254
1309,Reconstruction A,,,824.1182861328125,403.66375732421875,1759425895.8723774
1310,Reconstruction A,,,648.5535278320312,405.4676513671875,1759425902.1447513
1311,Reconstruction B,,,818.209228515625,974.0140380859375,1759425908.6791906
1312,Reconstruction A,,,531.9284057617188,405.4676513671875,1759425915.0043437
1313,Reconstruction A,,,1458.8150634765625,403.6817321777344,1759425921.336809
1314,Reconstruction A,,,1185.8702392578125,403.6817321777344,1759425927.6192868
1315,Reconstruction B,,,117.00009155273438,403.6817321777344,1759425934.0555582
1316,Reconstruction A,,,1021.657470703125,405.4676513671875,1759425940.5481236
1317,Reconstruction A,,,528.6814575195312,403.66375732421875,1759425947.0892725
1318,Reconstruction A,,,486.76666259765625,403.67193603515625,1759425953.5038078
1319,Reconstruction B,,,686.2239379882812,986.1397094726562,1759425959.8041403
1320,Reconstruction A,,,852.2029418945312,405.4676513671875,1759425966.287076
1321,Reconstruction A,,,605.9645385742188,405.4676513671875,1759425972.6112163
1322,Reconstruction B,,,706.7867431640625,1004.2605590820312,1759425978.9686785
1323,Reconstruction A,,,963.058837890625,405.4676513671875,1759425985.2932546
1324,Reconstruction B,,,1237.3203125,1398.4429931640625,1759425993.353882
1325,Reconstruction B,,,85.81319427490234,1874.21630859375,1759426000.4065752
1326,Reconstruction B,,,1093.2471923828125,1122.8006591796875,1759426007.3659425
1327,Reconstruction B,,,867.9191284179688,1325.64013671875,1759426014.1500835
1328,Reconstruction A,,,1111.90380859375,405.4676513671875,1759426020.4586852
1329,Reconstruction B,,,653.536376953125,2447.528564453125,1759426026.9834478
1330,Reconstruction A,,,1318.8626708984375,675.9298095703125,1759426034.4035447
1331,Reconstruction A,,,508.2118835449219,405.4676513671875,1759426040.727835
1332,Reconstruction A,,,443.7227478027344,405.4676513671875,1759426047.1405895
1333,Reconstruction B,,,796.7228393554688,1319.4268798828125,1759426053.4128737
1334,Reconstruction A,,,791.4713134765625,405.4676513671875,1759426059.7874203
1335,Reconstruction A,,,952.1156616210938,405.4676513671875,1759426066.387883
1336,Reconstruction A,,,1306.7332763671875,405.4676513671875,1759426072.581576
1337,Reconstruction B,,,684.5550537109375,954.2907104492188,1759426079.1501243
1338,Reconstruction B,,,467.3240966796875,545.3746948242188,1759426090.4853828
1339,Reconstruction A,,,483.6959533691406,405.4676513671875,1759426096.7949727
1340,Reconstruction B,,,1224.6695556640625,1446.37646484375,1759426103.0839658
1341,Reconstruction A,,,1280.445556640625,405.4676513671875,1759426109.5672762
1342,Reconstruction A,,,2921.447021484375,405.4676513671875,1759426115.8609889
1343,Reconstruction B,,,929.2037963867188,962.0081176757812,1759426122.3428767
1344,Reconstruction A,,,2497.5400390625,405.4676513671875,1759426128.6385462
1345,Reconstruction A,,,1116.8907470703125,403.6926574707031,1759426134.996781
1346,Reconstruction B,,,736.7340698242188,1048.3848876953125,1759426141.7358766
1347,Reconstruction A,,,668.8990478515625,405.4676513671875,1759426147.9791954
1348,Reconstruction A,,,2067.6982421875,1137.530029296875,1759426154.492397
1349,Reconstruction A,,,829.460693359375,405.4676513671875,1759426161.4611456
1350,Reconstruction A,,,1059.5770263671875,405.4676513671875,1759426167.922334
1351,Reconstruction B,,,568.265869140625,1174.282958984375,1759426174.3381748
1352,Reconstruction A,,,613.499267578125,405.4676513671875,1759426180.9183507
1353,Reconstruction B,,,514.8079833984375,898.9033203125,1759426188.0040765
1354,Reconstruction B,,,629.8425903320312,1049.484375,1759426194.6793718
1355,Reconstruction A,,,1354.198486328125,96.63368225097656,1759426201.4601107
1356,Reconstruction A,,,689.1251831054688,405.4676513671875,1759426207.959205
1357,Reconstruction A,,,1193.25439453125,405.4676513671875,1759426214.3009644
1358,Reconstruction A,,,827.2515258789062,764.4727783203125,1759426220.6830733
1359,Reconstruction A,,,701.686767578125,403.6817321777344,1759426227.096569
1360,Reconstruction A,,,904.8271484375,403.6817321777344,1759426233.4776106
1361,Reconstruction A,,,808.4072265625,542.2307739257812,1759426240.0931466
1362,Reconstruction A,,,927.9696655273438,403.6817321777344,1759426246.7521389
1363,Reconstruction A,,,892.257080078125,405.4676513671875,1759426253.031464
1364,Reconstruction A,,,646.8836669921875,542.6077880859375,1759426259.5286899
1365,Reconstruction A,,,634.1131591796875,405.4676513671875,1759426265.784153
1366,Reconstruction B,,,619.362548828125,1022.769287109375,1759426272.2629566
1367,Reconstruction B,,,712.4774169921875,981.6201171875,1759426278.643566
1368,Reconstruction A,,,820.3080444335938,405.4676513671875,1759426285.1349182
1369,Reconstruction A,,,844.1782836914062,405.4676513671875,1759426291.3838067
1370,Reconstruction B,,,574.9506225585938,794.8427124023438,1759426298.094787
1371,Reconstruction B,,,403.7595520019531,924.2807006835938,1759426304.8204875
1372,Reconstruction A,,,620.6683959960938,403.66375732421875,1759426311.196106
1373,Reconstruction A,,,1178.878662109375,838.7086791992188,1759426317.5922601
1374,Reconstruction A,,,671.0031127929688,405.4676513671875,1759426323.906557
1375,Reconstruction A,,,774.5067138671875,403.6817321777344,1759426330.2971725
1376,Reconstruction B,,,616.5215454101562,1076.5284423828125,1759426337.0206616
1377,Reconstruction A,,,824.5609741210938,403.66375732421875,1759426343.5960763
1378,Reconstruction A,,,544.09912109375,405.4676513671875,1759426350.0182354
1379,Reconstruction A,,,859.8002319335938,405.4676513671875,1759426356.4565394
1380,Reconstruction A,,,1396.366943359375,405.4676513671875,1759426362.7328658
1381,Reconstruction B,,,556.1845703125,1265.6397705078125,1759426369.5319374
1382,Reconstruction A,,,900.2537231445312,405.4676513671875,1759426375.9148386
1383,Reconstruction A,,,682.4953002929688,403.6817321777344,1759426382.2263446
1384,Reconstruction A,,,887.8067016601562,405.4676513671875,1759426388.610249
1385,Reconstruction B,,,1067.402587890625,1739.26123046875,1759426395.104986
1386,Reconstruction A,,,789.4747314453125,405.4676513671875,1759426401.5403461
1387,Reconstruction A,,,742.8543701171875,405.4676513671875,1759426407.8701835
1388,Reconstruction A,,,2369.528076171875,1357.544677734375,1759426414.2789526
1389,Reconstruction A,,,857.6868286132812,405.4676513671875,1759426420.74095
1390,Reconstruction A,,,760.943603515625,403.66375732421875,1759426427.165478
1391,Reconstruction A,,,611.598388671875,403.6817321777344,1759426433.6759799
1392,Reconstruction A,,,483.2336120605469,405.4676513671875,1759426439.9678736
1393,Reconstruction A,,,1244.8880615234375,800.9780883789062,1759426446.733314
1394,Reconstruction A,,,589.2529907226562,403.66375732421875,1759426453.0129497
1395,Reconstruction A,,,824.8479614257812,691.8450927734375,1759426459.3096297
1396,Reconstruction A,,,612.088623046875,405.4676513671875,1759426465.6565182
1397,Reconstruction B,,,693.0233154296875,1529.025146484375,1759426472.3243504
1398,Reconstruction B,,,592.3275756835938,877.0757446289062,1759426479.269162
1399,Reconstruction A,,,627.3954467773438,405.4676513671875,1759426485.555075
1400,Reconstruction A,,,760.1201782226562,697.5051879882812,1759426492.0310788
1401,Reconstruction A,,,528.478759765625,405.4676513671875,1759426498.2733119
1402,Reconstruction A,,,1014.1526489257812,736.2530517578125,1759426504.723658
1403,Reconstruction A,,,683.4649047851562,403.6817321777344,1759426511.0487196
1404,Reconstruction A,,,2929.564208984375,1461.8333740234375,1759426517.8013978
1405,Reconstruction A,,,968.5853881835938,405.4676513671875,1759426524.2109437
1406,Reconstruction A,,,693.4237670898438,403.6817321777344,1759426530.5272925
1407,Reconstruction A,,,1628.702880859375,1228.812744140625,1759426537.0573585
1408,Reconstruction B,,,1004.6859741210938,1339.5267333984375,1759426543.5553188
1409,Reconstruction A,,,1091.371337890625,673.342041015625,1759426549.9798605
1410,Reconstruction B,,,620.6341552734375,813.4210815429688,1759426556.4402084
1411,Reconstruction A,,,706.8421020507812,405.4676513671875,1759426562.8063624
1412,Reconstruction A,,,656.8880615234375,405.4676513671875,1759426569.0775762
1413,Reconstruction B,,,699.5639038085938,1540.976318359375,1759426575.541993
1414,Reconstruction A,,,983.5135498046875,405.4676513671875,1759426581.9200773
1415,Reconstruction A,,,701.5492553710938,403.6817321777344,1759426588.2225113
1416,Reconstruction B,,,653.8403930664062,753.2782592773438,1759426594.7476869
1417,Reconstruction B,,,1142.2720947265625,1215.1220703125,1759426606.1944022
1418,Reconstruction A,,,804.7748413085938,405.4676513671875,1759426612.5461183
1419,Reconstruction B,,,675.6128540039062,1270.7000732421875,1759426619.0922208
1420,Reconstruction B,,,903.6119995117188,1270.7000732421875,1759426626.0635521
1421,Reconstruction A,,,949.7033081054688,414.2769470214844,1759426632.4450338
1422,Reconstruction B,,,1294.6390380859375,1525.7359619140625,1759426639.1293485
1423,Reconstruction A,,,989.1481323242188,405.4676513671875,1759426645.57934
1424,Reconstruction A,,,1837.2740478515625,837.548828125,1759426652.0230694
1425,Reconstruction B,,,886.480712890625,948.2539672851562,1759426658.6321952
1426,Reconstruction A,,,807.5613403320312,405.4676513671875,1759426665.1071298
1427,Reconstruction A,,,539.8914794921875,405.4676513671875,1759426671.3029184
1428,Reconstruction B,,,886.0831298828125,2240.7880859375,1759426677.8918378
1429,Reconstruction A,,,1284.9678955078125,405.4676513671875,1759426684.128017
1430,Reconstruction A,,,883.7278442382812,698.9610595703125,1759426690.5835776
1431,Reconstruction A,,,529.8673095703125,403.7259521484375,1759426697.0318007
1432,Reconstruction A,,,867.2418823242188,405.4676513671875,1759426703.3146713
1433,Reconstruction A,,,676.468017578125,537.3065795898438,1759426710.0467305
1434,Reconstruction A,,,2485.75341796875,405.4676513671875,1759426716.2982411
1435,Reconstruction A,,,826.7822265625,403.6653747558594,1759426722.908948
1436,Reconstruction B,,,789.8983764648438,1548.8765869140625,1759426729.3058527
1437,Reconstruction A,,,773.1834716796875,405.4676513671875,1759426735.6880832
1438,Reconstruction B,,,685.4928588867188,903.913330078125,1759426742.1955037
1439,Reconstruction A,,,642.1555786132812,403.7259521484375,1759426748.582853
1440,Reconstruction A,,,816.0438232421875,405.4676513671875,1759426755.0435948
1441,Reconstruction A,,,658.6651611328125,405.4676513671875,1759426761.745401
1442,Reconstruction A,,,604.90625,405.4676513671875,1759426768.0204854
1443,Reconstruction A,,,2052.23486328125,403.6817321777344,1759426774.3521178
1444,Reconstruction A,,,1523.185302734375,405.4676513671875,1759426780.665051
1445,Reconstruction B,,,736.6823120117188,762.292724609375,1759426787.327102
1446,Reconstruction A,,,747.9595336914062,405.4676513671875,1759426793.866137
1447,Reconstruction A,,,553.8283081054688,405.4676513671875,1759426800.202421
1448,Reconstruction B,,,836.2290649414062,1511.7012939453125,1759426806.6649969
1449,Reconstruction A,,,1073.3619384765625,405.4676513671875,1759426812.9314232
1450,Reconstruction B,,,804.9679565429688,1071.5716552734375,1759426819.429833
1451,Reconstruction A,,,747.831787109375,403.6675720214844,1759426825.7450378
1452,Reconstruction B,,,1001.7398681640625,1128.7161865234375,1759426832.3620079
1453,Reconstruction A,,,1076.3040771484375,911.4020385742188,1759426839.1035457
1454,Reconstruction B,,,738.81201171875,832.6138916015625,1759426845.587988
1455,Reconstruction B,,,632.3089599609375,836.2307739257812,1759426852.0481977
1456,Reconstruction A,,,793.1674194335938,405.4676513671875,1759426858.449913
1457,Reconstruction B,,,826.471435546875,1254.8896484375,1759426864.9598765
1458,Reconstruction A,,,845.560791015625,405.4676513671875,1759426871.201293
1459,Reconstruction B,,,892.38330078125,1742.4346923828125,1759426877.4196854
1460,Reconstruction A,,,838.8818969726562,405.4676513671875,1759426883.9345434
1461,Reconstruction B,,,963.9877319335938,1111.48486328125,1759426890.6144495
1462,Reconstruction A,,,855.3382568359375,405.4676513671875,1759426897.143954
1463,Reconstruction A,,,819.4547729492188,405.4676513671875,1759426903.6414986
1464,Reconstruction A,,,2173.499755859375,405.4676513671875,1759426910.0539012
1465,Reconstruction B,,,1069.0626220703125,1443.6932373046875,1759426916.6078575
1466,Reconstruction A,,,871.1997680664062,403.7259521484375,1759426923.1019506
1467,Reconstruction A,,,1176.649169921875,834.3350219726562,1759426929.5598779
1468,Reconstruction A,,,668.0903930664062,405.4676513671875,1759426936.0426521
1469,Reconstruction A,,,971.871337890625,405.4676513671875,1759426942.3885133
1470,Reconstruction A,,,1207.3695068359375,730.1419067382812,1759426948.921215
1471,Reconstruction A,,,508.01531982421875,405.4676513671875,1759426955.5902405
1472,Reconstruction A,,,707.2824096679688,405.4676513671875,1759426961.9779403
1473,Reconstruction A,,,959.5695190429688,539.3971557617188,1759426968.5289514
1474,Reconstruction A,,,1133.77099609375,414.2769470214844,1759426975.1422749
1475,Reconstruction B,,,1799.640625,2372.618896484375,1759426981.252641
1476,Reconstruction A,,,557.5784912109375,406.8605041503906,1759426987.7403772
1477,Reconstruction A,,,1149.062255859375,596.3203735351562,1759426994.0744011
1478,Reconstruction A,,,878.96728515625,137.28211975097656,1759427000.5008986
1479,Reconstruction B,,,600.697998046875,900.92529296875,1759427007.046368
1480,Reconstruction A,,,707.8477783203125,406.8605041503906,1759427013.5903506
1481,Reconstruction A,,,2921.447021484375,406.8605041503906,1759427020.086454
1482,Reconstruction B,,,552.8316040039062,707.3187866210938,1759427026.7677574
1483,Reconstruction A,,,654.0025024414062,405.0746154785156,1759427033.3799007
1484,Reconstruction A,,,815.3256225585938,405.0746154785156,1759427039.7288966
1485,Reconstruction A,,,1029.9991455078125,406.8605041503906,1759427046.2273967
1486,Reconstruction A,,,680.5787963867188,405.0746154785156,1759427052.4721053
1487,Reconstruction A,,,890.8927612304688,405.0746154785156,1759427058.8417304
1488,Reconstruction A,,,831.02490234375,406.8605041503906,1759427065.0397954
1489,Reconstruction B,,,628.1221313476562,781.4453125,1759427071.548995
1490,Reconstruction A,,,826.978271484375,405.0566101074219,1759427078.1472924
1491,Reconstruction A,,,649.1620483398438,406.8605041503906,1759427084.5100043
1492,Reconstruction A,,,1958.466552734375,405.0746154785156,1759427090.905989
1493,Reconstruction A,,,2037.4609375,1096.7493896484375,1759427097.3242042
1494,Reconstruction A,,,837.3362426757812,406.8605041503906,1759427103.5202231
1495,Reconstruction B,,,543.4400634765625,1416.6361083984375,1759427110.096906
1496,Reconstruction A,,,1023.3878784179688,406.8605041503906,1759427116.429244
1497,Reconstruction A,,,643.40966796875,406.8605041503906,1759427122.8488324
1498,Reconstruction B,,,898.2991333007812,1965.33349609375,1759427129.1566455
1499,Reconstruction A,,,1517.3212890625,681.5528564453125,1759427135.8078055
1500,Reconstruction A,,,436.4115905761719,406.8605041503906,1759427142.1968067
1501,Reconstruction B,,,1160.6812744140625,1266.1470947265625,1759427148.5220077
1502,Reconstruction B,,,721.3531494140625,1036.6748046875,1759427155.0591514
1503,Reconstruction A,,,688.7960815429688,406.8605041503906,1759427161.4403036
1504,Reconstruction A,,,1451.0035400390625,406.8605041503906,1759427167.820892
1505,Reconstruction B,,,714.3466796875,732.336181640625,1759427174.3687856
1506,Reconstruction A,,,740.0342407226562,405.0746154785156,1759427180.6652374
1507,Reconstruction A,,,1007.55419921875,405.0746154785156,1759427187.1528711
1508,Reconstruction B,,,821.1058349609375,1159.6763916015625,1759427193.52488
1509,Reconstruction A,,,1307.383544921875,406.8605041503906,1759427199.9028485
1510,Reconstruction A,,,769.3550415039062,406.8605041503906,1759427206.7079134
1511,Reconstruction B,,,927.7470703125,1442.4273681640625,1759427213.122223
1512,Reconstruction B,,,876.3269653320312,1174.3431396484375,1759427219.8290315
1513,Reconstruction A,,,833.2874145507812,406.8605041503906,1759427226.2368047
1514,Reconstruction A,,,686.4299926757812,406.8605041503906,1759427232.4369237
1515,Reconstruction B,,,814.8629760742188,966.1775512695312,1759427239.0081265
1516,Reconstruction A,,,645.49755859375,406.8605041503906,1759427245.3232465
1517,Reconstruction B,,,463.44049072265625,878.4585571289062,1759427251.832365
1518,Reconstruction A,,,766.8878784179688,406.8605041503906,1759427258.3309736
1519,Reconstruction A,,,2921.447021484375,406.8605041503906,1759427264.7571235
1520,Reconstruction A,,,1320.9232177734375,406.8605041503906,1759427270.9713838
1521,Reconstruction A,,,1179.849853515625,875.6161499023438,1759427277.2365036
1522,Reconstruction A,,,2921.447021484375,406.8605041503906,1759427283.6022227
1523,Reconstruction A,,,1045.0687255859375,406.8605041503906,1759427289.9622316
1524,Reconstruction B,,,826.41357421875,1181.460693359375,1759427296.4527025
1525,Reconstruction A,,,882.9718627929688,406.8605041503906,1759427302.7269876
1526,Reconstruction B,,,668.551025390625,1473.910888671875,1759427309.1216536
1527,Reconstruction B,,,1068.4256591796875,1980.003662109375,1759427315.429423
1528,Reconstruction A,,,1336.146484375,791.7735595703125,1759427322.1039932
1529,Reconstruction B,,,622.35107421875,1558.792724609375,1759427328.4637282
1530,Reconstruction A,,,1076.8912353515625,406.8605041503906,1759427334.8155
1531,Reconstruction A,,,2921.447021484375,406.8605041503906,1759427342.1578357
1532,Reconstruction A,,,651.4492797851562,406.8605041503906,1759427348.4556258
1533,Reconstruction A,,,693.3827514648438,406.8605041503906,1759427354.8268647
1534,Reconstruction A,,,713.0553588867188,406.8605041503906,1759427361.2514076
1535,Reconstruction B,,,474.7673034667969,789.5960083007812,1759427367.7362273
1536,Tie,,,1512.4139404296875,1516.354736328125,1759427379.2249954
1537,Reconstruction A,,,830.119384765625,405.0566101074219,1759427385.6089425
1538,Tie,,,1206.2691650390625,1217.708740234375,1759427392.0452933
1539,Reconstruction B,,,1291.35009765625,1329.20703125,1759427398.3692565
1540,Reconstruction A,,,932.4051513671875,405.0746154785156,1759427404.7152994
1541,Reconstruction A,,,1040.294189453125,405.096435546875,1759427411.1253352
1542,Reconstruction B,,,759.167236328125,1349.7178955078125,1759427417.4598544
1543,Reconstruction B,,,751.0642700195312,1105.384033203125,1759427423.9185033
1544,Reconstruction A,,,882.8744506835938,546.7994384765625,1759427430.2858968
1545,Reconstruction A,,,632.1597290039062,405.10736083984375,1759427436.8492393
1546,Reconstruction A,,,1373.5494384765625,406.8605041503906,1759427443.2876406
1547,Reconstruction B,,,1007.859619140625,1188.5289306640625,1759427449.7768648
1548,Reconstruction A,,,2497.5400390625,405.0746154785156,1759427456.1463172
1549,Reconstruction A,,,648.8421020507812,405.0566101074219,1759427462.5769742
1550,Reconstruction A,,,792.3030395507812,406.8605041503906,1759427469.0162828
1551,Reconstruction A,,,3266.8251953125,107.15567779541016,1759427475.6138613
1552,Reconstruction A,,,780.4906005859375,722.7708129882812,1759427482.245978
1553,Reconstruction B,,,299.4331970214844,1119.085693359375,1759427488.9140334
1554,Reconstruction A,,,810.6735229492188,405.096435546875,1759427495.1923602
1555,Reconstruction A,,,914.4609985351562,406.8605041503906,1759427501.7417467
1556,Reconstruction A,,,862.70703125,405.0746154785156,1759427508.03675
1557,Reconstruction A,,,1602.552490234375,405.0746154785156,1759427514.4303393
1558,Tie,,,1010.42333984375,1031.03955078125,1759427521.2096772
1559,Reconstruction A,,,755.071533203125,405.0746154785156,1759427527.542251
1560,Reconstruction A,,,952.904541015625,406.8605041503906,1759427533.9839537
1561,Reconstruction A,,,802.0479736328125,641.3645629882812,1759427540.435489
1562,Reconstruction B,,,445.010009765625,1148.546875,1759427547.317424
1563,Reconstruction A,,,523.2843627929688,406.8605041503906,1759427553.7676754
1564,Reconstruction A,,,553.726806640625,406.8605041503906,1759427560.133801
1565,Reconstruction B,,,562.7207641601562,1439.0262451171875,1759427566.638975
1566,Reconstruction A,,,674.897216796875,406.8605041503906,1759427573.0894566
1567,Reconstruction A,,,1012.0040893554688,406.8605041503906,1759427579.4183023
1568,Reconstruction A,,,572.627197265625,405.0566101074219,1759427586.0550156
1569,Reconstruction A,,,612.7940063476562,417.5587158203125,1759427592.4145105
1570,Reconstruction B,,,699.1759643554688,1464.8433837890625,1759427598.863849
1571,Reconstruction A,,,932.8806762695312,403.6817321777344,1759427605.347177
1572,Reconstruction A,,,817.6838989257812,403.6926574707031,1759427611.553613
1573,Reconstruction B,,,857.9545288085938,1013.6067504882812,1759427618.1363232
1574,Reconstruction A,,,683.3295288085938,405.4676513671875,1759427624.4362078
1575,Reconstruction A,,,798.2909545898438,405.4676513671875,1759427630.6898665
1576,Reconstruction B,,,356.6940002441406,405.4676513671875,1759427637.411245
1577,Reconstruction A,,,846.7412109375,751.9876708984375,1759427643.733834
1578,Reconstruction B,,,738.4194946289062,817.4931640625,1759427650.139312
1579,Reconstruction A,,,635.8109130859375,405.4676513671875,1759427656.3342662
1580,Reconstruction B,,,697.7720336914062,2234.430419921875,1759427662.6958518
1581,Reconstruction A,,,1120.220458984375,405.4676513671875,1759427669.1102889
1582,Reconstruction A,,,1449.617919921875,405.4676513671875,1759427675.4577372
1583,Reconstruction A,,,730.4293823242188,403.6817321777344,1759427681.9039066
1584,Reconstruction B,,,833.6617431640625,1222.83154296875,1759427688.7044265
1585,Reconstruction A,,,983.83837890625,405.4676513671875,1759427695.141283
1586,Reconstruction A,,,715.6835327148438,405.4676513671875,1759427701.4019184
1587,Reconstruction B,,,957.9957275390625,1297.80615234375,1759427708.010744
1588,Reconstruction A,,,1099.421630859375,403.66375732421875,1759427714.3723507
1589,Reconstruction A,,,667.584716796875,405.4676513671875,1759427720.8384545
1590,Reconstruction A,,,785.3637084960938,405.4676513671875,1759427727.3400335
1591,Reconstruction A,,,1046.1475830078125,405.4676513671875,1759427733.7191749
1592,Reconstruction A,,,1799.8499755859375,1229.808837890625,1759427740.1583178
1593,Reconstruction B,,,568.7671508789062,1626.574951171875,1759427746.9323666
1594,Reconstruction A,,,1060.7354736328125,405.4676513671875,1759427753.7382748
1595,Reconstruction A,,,973.7378540039062,405.4676513671875,1759427759.987757
1596,Reconstruction A,,,718.6513061523438,403.6817321777344,1759427766.3310206
1597,Reconstruction B,,,776.5210571289062,2256.093505859375,1759427772.54656
1598,Reconstruction A,,,1350.597412109375,405.4676513671875,1759427778.954481
1599,Reconstruction B,,,661.69482421875,1526.996337890625,1759427786.0073102
